The generated random graph :
0,108
0,11
0,65
0,121
0,90
0,109
0,73
0,124
0,28
0,22
0,89
0,64
0,77
0,47
0,49
0,43
0,8
0,16
0,106
0,35
0,38
0,23
0,56
0,62
0,4
0,33
0,52
0,104
0,96
0,19
0,113
0,72
0,78
0,81
0,67
0,120
0,13
0,116
0,3
0,55
0,25
0,86
0,5
0,119
0,12
0,2
0,1
0,95
0,14
0,60
0,101
0,69
0,127
0,71
0,88
0,50
0,111
0,70
0,110
0,112
0,36
0,29
0,84
0,31
0,45
0,115
0,87
0,46
1,80
1,42
1,49
1,67
1,115
1,124
1,25
1,10
1,37
1,36
1,46
1,41
1,128
1,54
1,14
1,99
1,20
1,65
1,12
1,94
1,122
1,19
1,119
1,32
1,33
1,48
1,15
1,29
1,89
1,64
1,104
1,59
1,61
1,79
1,91
1,28
1,95
1,123
1,105
1,127
1,34
1,7
1,110
1,98
1,22
1,43
1,86
1,90
1,129
1,101
1,84
1,116
1,2
1,60
1,92
1,83
1,70
1,47
1,16
1,87
1,78
1,71
1,5
1,77
1,107
2,109
2,64
2,44
2,76
2,95
2,20
2,53
2,11
2,120
2,122
2,50
2,58
2,3
2,22
2,39
2,51
2,92
2,16
2,100
2,17
2,96
2,97
2,67
2,47
2,48
2,128
2,66
2,119
2,19
2,81
2,10
2,59
2,24
2,93
2,87
2,30
2,7
2,0
2,126
2,46
2,98
2,129
2,99
2,38
2,124
2,114
2,42
2,9
2,1
2,91
2,77
2,71
2,102
2,54
2,84
2,27
2,107
2,106
2,110
2,60
2,13
2,52
2,32
2,70
2,86
2,21
2,15
2,105
3,56
3,59
3,85
3,58
3,128
3,29
3,117
3,49
3,125
3,108
3,33
3,120
3,73
3,2
3,96
3,111
3,15
3,26
3,34
3,10
3,24
3,116
3,71
3,32
3,67
3,107
3,46
3,52
3,38
3,78
3,115
3,90
3,68
3,30
3,35
3,57
3,77
3,36
3,53
3,127
3,101
3,60
3,63
3,88
3,126
3,79
3,0
3,83
3,17
3,9
3,54
3,25
3,95
3,21
3,82
3,118
3,87
3,84
3,119
3,129
3,61
3,62
3,64
3,41
3,44
4,119
4,76
4,101
4,27
4,115
4,34
4,97
4,25
4,44
4,107
4,121
4,42
4,111
4,87
4,81
4,70
4,68
4,75
4,93
4,64
4,49
4,60
4,10
4,54
4,120
4,9
4,5
4,35
4,61
4,104
4,74
4,43
4,59
4,38
4,45
4,57
4,11
4,127
4,3
4,63
4,106
4,16
4,110
4,129
4,23
4,67
4,31
4,46
4,85
4,79
4,102
4,51
